timestamp,object_id,label,role,bbox_x,bbox_y,bbox_w,bbox_h,zone,visible,crop_path
27,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0027.jpg
28,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0028.jpg
29,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0029.jpg
30,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0030.jpg
31,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0031.jpg
32,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0032.jpg
33,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0033.jpg
34,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0034.jpg
35,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0035.jpg
36,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0036.jpg
37,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0037.jpg
38,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0038.jpg
39,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0039.jpg
40,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0040.jpg
41,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0041.jpg
42,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0042.jpg
43,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0043.jpg
44,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0044.jpg
45,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0045.jpg
46,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0046.jpg
47,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0047.jpg
48,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0048.jpg
49,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0049.jpg
50,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0050.jpg
51,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0051.jpg
52,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0052.jpg
53,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0053.jpg
54,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0054.jpg
55,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0055.jpg
56,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0056.jpg
57,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0057.jpg
58,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0058.jpg
59,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0059.jpg
60,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0060.jpg
61,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0061.jpg
62,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0062.jpg
63,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0063.jpg
64,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0064.jpg
65,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0065.jpg
66,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0066.jpg
67,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0067.jpg
68,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0068.jpg
69,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0069.jpg
70,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0070.jpg
71,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0071.jpg
72,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0072.jpg
73,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0073.jpg
74,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0074.jpg
75,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0075.jpg
76,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0076.jpg
77,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0077.jpg
78,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0078.jpg
79,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0079.jpg
80,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0080.jpg
81,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0081.jpg
82,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0082.jpg
83,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0083.jpg
84,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0084.jpg
85,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0085.jpg
86,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0086.jpg
87,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0087.jpg
88,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0088.jpg
89,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0089.jpg
90,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0090.jpg
91,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0091.jpg
92,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0092.jpg
93,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0093.jpg
94,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0094.jpg
95,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0095.jpg
96,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0096.jpg
97,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0097.jpg
98,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0098.jpg
99,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0099.jpg
100,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0100.jpg
101,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0101.jpg
102,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0102.jpg
103,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0103.jpg
104,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0104.jpg
105,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0105.jpg
106,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0106.jpg
107,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0107.jpg
108,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0108.jpg
109,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0109.jpg
110,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0110.jpg
111,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0111.jpg
112,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0112.jpg
113,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0113.jpg
114,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0114.jpg
115,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0115.jpg
116,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0116.jpg
117,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0117.jpg
118,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0118.jpg
119,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0119.jpg
120,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0120.jpg
121,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0121.jpg
122,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0122.jpg
123,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0123.jpg
124,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0124.jpg
125,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0125.jpg
126,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0126.jpg
127,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0127.jpg
128,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0128.jpg
129,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0129.jpg
130,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0130.jpg
131,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0131.jpg
132,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0132.jpg
133,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0133.jpg
134,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0134.jpg
135,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0135.jpg
136,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0136.jpg
137,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0137.jpg
138,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0138.jpg
139,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0139.jpg
140,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0140.jpg
141,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0141.jpg
142,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0142.jpg
143,router_1,router,target,475,245,250,285,router_work_area,true,object_crops/router_1/router_0143.jpg
